Scientific.Name,sub-order,Family,DescriptionYear,MaxSVL_mm,MaxAvgBroodSize,Diet,ReproductMode,substrate,TreeImputed,Missing_MaxSVL,Missing_MaxAvgBroodSize,Missing_Diet,Missing_ReproductMode,Missing_substrate
Agama insularis,Sauria,Agamidae,1918,123,,,,Saxicolous,0,0,1,1,1,0
Agama kaimosae,Sauria,Agamidae,1935,144,,,Oviparous,Saxicolous,0,0,1,1,0,0
Agama kirkii,Sauria,Agamidae,1885,115,10,Carnivorous,Oviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Agama knobeli,Sauria,Agamidae,1921,140,,Carnivorous,Oviparous,Saxicolous,1,0,1,0,0,0
Agama lanzai,Sauria,Agamidae,2013,1025,,,,Saxicolous,1,0,1,1,1,0
Agama lebretoni,Sauria,Agamidae,2009,142,,,,Arboreal&Terrestrial,0,0,1,1,1,0
Agama lionotus,Sauria,Agamidae,1896,145,10.3,Omnivorous,Oviparous,Arboreal&Saxicolous,0,0,0,0,0,0
Agama lucyae,Sauria,Agamidae,2011,585,,,Oviparous,Terrestrial,1,0,1,1,0,0
Agama montana,Sauria,Agamidae,1928,94,,Carnivorous,Oviparous,Arboreal&Saxicolous&Terrestrial,0,0,1,0,0,0
Agama mossambica,Sauria,Agamidae,1854,120,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Agama mucosoensis,Sauria,Agamidae,1957,126,,,,,1,0,1,1,1,1
Agama mwanzae,Sauria,Agamidae,1923,160,,Omnivorous,Oviparous,Saxicolous,0,0,1,0,0,0
Agama parafricana,Sauria,Agamidae,2012,101,,,,Arboreal,0,0,1,1,1,0
Agama paragama,Sauria,Agamidae,1968,110,,Carnivorous,,Arboreal&Saxicolous,0,0,1,0,1,0
Agama persimilis,Sauria,Agamidae,1942,64,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Agama planiceps,Sauria,Agamidae,1862,148,7,Omnivorous,Oviparous,Saxicolous,0,0,0,0,0,0
Agama robecchii,Sauria,Agamidae,1891,137,,Carnivorous,,Terrestrial,0,0,1,0,1,0
Agama rueppelli,Sauria,Agamidae,1882,102,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Agama sankaranica,Sauria,Agamidae,1918,85,,,,Terrestrial,0,0,1,1,1,0
Agama somalica,Sauria,Agamidae,2013,1028,,,,Saxicolous,1,0,1,1,1,0
Agama spinosa,Sauria,Agamidae,1831,126,,Omnivorous,Oviparous,Saxicolous,0,0,1,0,0,0
Agama tassiliensis,Sauria,Agamidae,2011,134,,,,Saxicolous,0,0,1,1,1,0
Agama turuensis,Sauria,Agamidae,1932,140,,Carnivorous,,Saxicolous,0,0,1,0,1,0
Agama weidholzi,Sauria,Agamidae,1932,65,,,Oviparous,Arboreal&Terrestrial,0,0,1,1,0,0
Agasthyagama beddomei,Sauria,Agamidae,1885,45,3.55,Carnivorous,Oviparous,Terrestrial,,0,0,0,0,0
Amphibolurus burnsi,Sauria,Agamidae,1985,135,,Carnivorous,Oviparous,Arboreal&Terrestrial,,0,1,0,0,0
Amphibolurus muricatus,Sauria,Agamidae,1790,125,6,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,0,0,0,0
Amphibolurus norrisi,Sauria,Agamidae,1984,117,4.8,Omnivorous,Oviparous,Arboreal&Terrestrial,0,0,0,0,0,0
Aphaniotis acutirostris,Sauria,Agamidae,1889,72,2,,Oviparous,Arboreal&Terrestrial,1,0,0,1,0,0
Aphaniotis fusca,Sauria,Agamidae,1864,73,1,Carnivorous,Oviparous,Arboreal,0,0,0,0,0,0
Aphaniotis ornata,Sauria,Agamidae,1893,57,2,Carnivorous,Oviparous,Arboreal,1,0,0,0,0,0
Archaius tigris,Sauria,Chamaeleonidae,1820,100,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Bradypodion atromontanum,Sauria,Chamaeleonidae,2006,75,,Carnivorous,Viviparous,Arboreal,0,0,1,0,0,0
Bradypodion caeruleogula,Sauria,Chamaeleonidae,2008,67,,Carnivorous,Viviparous,Arboreal,0,0,1,0,0,0
Bradypodion caffrum,Sauria,Chamaeleonidae,1889,84,,Carnivorous,Viviparous,Arboreal,,0,1,0,0,0
Bradypodion damaranum,Sauria,Chamaeleonidae,1887,823,,Carnivorous,Viviparous,Arboreal,0,0,1,0,0,0
Bradypodion dracomontanum,Sauria,Chamaeleonidae,1976,815,,Carnivorous,Viviparous,Arboreal,0,0,1,0,0,0
Bradypodion gutturale,Sauria,Chamaeleonidae,1849,85,,Carnivorous,Viviparous,Arboreal,0,0,1,0,0,0
Bradypodion kentanicum,Sauria,Chamaeleonidae,1935,673,,Carnivorous,Viviparous,Arboreal,0,0,1,0,0,0
Bradypodion melanocephalum,Sauria,Chamaeleonidae,1865,76,,Carnivorous,Viviparous,Arboreal,0,0,1,0,0,0
Bradypodion nemorale,Sauria,Chamaeleonidae,1978,875,,Carnivorous,Viviparous,Arboreal,0,0,1,0,0,0
Bradypodion ngomeense,Sauria,Chamaeleonidae,2009,77,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Bradypodion occidentale,Sauria,Chamaeleonidae,1935,964,,Carnivorous,Viviparous,Arboreal,0,0,1,0,0,0
Bradypodion pumilum,Sauria,Chamaeleonidae,1789,1036,14,Carnivorous,Viviparous,Arboreal&Terrestrial,0,0,0,0,0,0
Bradypodion setaroi,Sauria,Chamaeleonidae,1976,72,9,Carnivorous,Viviparous,Arboreal,0,0,0,0,0,0
Bradypodion taeniabronchum,Sauria,Chamaeleonidae,1831,707,,Carnivorous,Viviparous,Arboreal,0,0,1,0,0,0
Bradypodion thamnobates,Sauria,Chamaeleonidae,1976,103,,Carnivorous,Viviparous,Arboreal,0,0,1,0,0,0
Bradypodion transvaalense,Sauria,Chamaeleonidae,1930,86,,Carnivorous,Viviparous,Arboreal,0,0,1,0,0,0
Bradypodion ventrale,Sauria,Chamaeleonidae,1845,102,,Carnivorous,Viviparous,Arboreal,0,0,1,0,0,0
Bronchocela celebensis,Sauria,Agamidae,1845,1194,,,,Arboreal,1,0,1,1,1,0
Bronchocela cristatella,Sauria,Agamidae,1820,130,2,Carnivorous,Oviparous,Arboreal,0,0,0,0,0,0
Bronchocela danieli,Sauria,Agamidae,1973,80,,Carnivorous,,Arboreal,1,0,1,0,1,0
Bronchocela hayeki,Sauria,Agamidae,1928,1204,2,,Oviparous,Arboreal,1,0,0,1,0,0
Bronchocela jubata,Sauria,Agamidae,1837,150,2,Carnivorous,Oviparous,Arboreal,1,0,0,0,0,0
Bronchocela marmorata,Sauria,Agamidae,1845,125,,Carnivorous,Oviparous,Arboreal,1,0,1,0,0,0
Bronchocela orlovi,Sauria,Agamidae,2004,1096,,,,Arboreal,1,0,1,1,1,0
Bronchocela rubrigularis,Sauria,Agamidae,2009,1064,,Carnivorous,Oviparous,Arboreal,1,0,1,0,0,0
Bronchocela smaragdina,Sauria,Agamidae,1864,120,,Carnivorous,Oviparous,Arboreal,1,0,1,0,0,0
Bronchocela vietnamensis,Sauria,Agamidae,2005,122,,,,Arboreal,1,0,1,1,1,0
Brookesia antakarana,Sauria,Chamaeleonidae,1995,608,5,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Brookesia bekolosy,Sauria,Chamaeleonidae,1995,34,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Brookesia betschi,Sauria,Chamaeleonidae,1974,42,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Brookesia bonsi,Sauria,Chamaeleonidae,1980,38,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Brookesia brunoi,Sauria,Chamaeleonidae,2012,428,,Carnivorous,,Terrestrial,0,0,1,0,1,0
Brookesia brygooi,Sauria,Chamaeleonidae,1995,52,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Brookesia confidens,Sauria,Chamaeleonidae,2012,226,,Carnivorous,,Terrestrial,0,0,1,0,1,0
Brookesia decaryi,Sauria,Chamaeleonidae,1939,60,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Brookesia dentata,Sauria,Chamaeleonidae,1900,23,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Brookesia desperata,Sauria,Chamaeleonidae,2012,30,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Brookesia ebenaui,Sauria,Chamaeleonidae,1880,52,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Brookesia exarmata,Sauria,Chamaeleonidae,1996,265,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Brookesia griveaudi,Sauria,Chamaeleonidae,1974,64,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Brookesia karchei,Sauria,Chamaeleonidae,1970,307,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Brookesia lambertoni,Sauria,Chamaeleonidae,1970,44,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Brookesia lineata,Sauria,Chamaeleonidae,1995,45,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Brookesia micra,Sauria,Chamaeleonidae,2012,23,,Carnivorous,,Arboreal&Terrestrial,0,0,1,0,1,0
Brookesia minima,Sauria,Chamaeleonidae,1893,25,2,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Brookesia perarmata,Sauria,Chamaeleonidae,1933,66,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Brookesia peyrierasi,Sauria,Chamaeleonidae,1974,274,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Brookesia ramanantsoai,Sauria,Chamaeleonidae,1975,255,,Carnivorous,,Terrestrial,0,0,1,0,1,0
Brookesia stumpffi,Sauria,Chamaeleonidae,1894,57,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Brookesia superciliaris,Sauria,Chamaeleonidae,1820,54,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Brookesia therezieni,Sauria,Chamaeleonidae,1970,53,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Brookesia thieli,Sauria,Chamaeleonidae,1969,45,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Brookesia tristis,Sauria,Chamaeleonidae,2012,238,2,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Brookesia tuberculata,Sauria,Chamaeleonidae,1894,217,,Carnivorous,,Terrestrial,0,0,1,0,1,0
Brookesia vadoni,Sauria,Chamaeleonidae,1968,35,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Brookesia valerieae,Sauria,Chamaeleonidae,1991,53,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Bufoniceps laungwalaensis,Sauria,Agamidae,1978,69,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Calotes bachae,Sauria,Agamidae,2013,102,4.5,Carnivorous,Oviparous,Arboreal,1,0,0,0,0,0
Calotes bhutanensis,Sauria,Agamidae,1975,61,,,,,1,0,1,1,1,1
Calotes calotes,Sauria,Agamidae,1758,140,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Calotes ceylonensis,Sauria,Agamidae,1887,83,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Calotes chincollium,Sauria,Agamidae,2003,1429,,Herbivorous,,Arboreal&Terrestrial,0,0,1,0,1,0
Calotes desilvai,Sauria,Agamidae,2005,80,,,Oviparous,Arboreal,1,0,1,1,0,0
Calotes emma,Sauria,Agamidae,1845,125,7.5,Carnivorous,Oviparous,Arboreal,0,0,0,0,0,0
Calotes grandisquamis,Sauria,Agamidae,1875,150,6.3,Carnivorous,Oviparous,Arboreal,1,0,0,0,0,0
Calotes htunwini,Sauria,Agamidae,2006,914,,,,Arboreal,0,0,1,1,1,0
Calotes irawadi,Sauria,Agamidae,2006,1068,11,,Oviparous,Arboreal,0,0,0,1,0,0
Calotes jerdoni,Sauria,Agamidae,1870,130,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Calotes liocephalus,Sauria,Agamidae,1872,100,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Calotes liolepis,Sauria,Agamidae,1885,100,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Calotes manamendrai,Sauria,Agamidae,2014,697,,,Oviparous,Arboreal,1,0,1,1,0,0
Calotes maria,Sauria,Agamidae,1845,120,,Carnivorous,,Arboreal,1,0,1,0,1,0
Calotes medogensis,Sauria,Agamidae,1984,76,,,,,1,0,1,1,1,1
Calotes minor,Sauria,Agamidae,1827,968,,Omnivorous,Oviparous,Terrestrial,,0,1,0,0,0
Calotes mystaceus,Sauria,Agamidae,1837,101,7,Carnivorous,Oviparous,Arboreal,0,0,0,0,0,0
Calotes nemoricola,Sauria,Agamidae,1853,150,14.1,Carnivorous,Oviparous,Arboreal,1,0,0,0,0,0
Calotes nigrilabris,Sauria,Agamidae,1860,1401,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Calotes nigriplicatus,Sauria,Agamidae,2000,,,,,,1,1,1,1,1,1
Calotes paulus,Sauria,Agamidae,1935,72,,Carnivorous,Oviparous,Arboreal,,0,1,0,0,0
Calotes pethiyagodai,Sauria,Agamidae,2014,918,,Carnivorous,Oviparous,Arboreal,1,0,1,0,0,0
Calotes versicolor,Sauria,Agamidae,1802,150,20,Omnivorous,Oviparous,Arboreal&Terrestrial,0,0,0,0,0,0
Calumma amber,Sauria,Chamaeleonidae,2006,112,,Carnivorous,,Arboreal,0,0,1,0,1,0
Calumma ambreense,Sauria,Chamaeleonidae,1974,174,,Carnivorous,,Arboreal,0,0,1,0,1,0
Calumma andringitraense,Sauria,Chamaeleonidae,1972,62,,Carnivorous,,Arboreal,0,0,1,0,1,0
Calumma boettgeri,Sauria,Chamaeleonidae,1888,59,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Calumma brevicorne,Sauria,Chamaeleonidae,1879,170,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Calumma capuroni,Sauria,Chamaeleonidae,1972,90,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Calumma crypticum,Sauria,Chamaeleonidae,2006,115,,Carnivorous,,Arboreal,0,0,1,0,1,0
Calumma cucullatum,Sauria,Chamaeleonidae,1831,190,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Calumma fallax,Sauria,Chamaeleonidae,1900,507,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Calumma furcifer,Sauria,Chamaeleonidae,1880,72,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Calumma gallus,Sauria,Chamaeleonidae,1877,60,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Calumma gastrotaenia,Sauria,Chamaeleonidae,1888,73,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Calumma glawi,Sauria,Chamaeleonidae,1997,68,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Calumma globifer,Sauria,Chamaeleonidae,1879,187,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Calumma guibei,Sauria,Chamaeleonidae,1959,55,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Calumma guillaumeti,Sauria,Chamaeleonidae,1974,58,,Carnivorous,,,0,0,1,0,1,1
Calumma hafahafa,Sauria,Chamaeleonidae,2006,110,,Carnivorous,Oviparous,,0,0,1,0,0,1
Calumma hilleniusi,Sauria,Chamaeleonidae,1973,73,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Calumma jejy,Sauria,Chamaeleonidae,2006,96,,Carnivorous,,Arboreal&Saxicolous&Terrestrial,1,0,1,0,1,0
Calumma malthe,Sauria,Chamaeleonidae,1879,135,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Calumma marojezense,Sauria,Chamaeleonidae,1970,74,,Carnivorous,,Arboreal,0,0,1,0,1,0
Calumma nasutum,Sauria,Chamaeleonidae,1836,50,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Calumma oshaughnessyi,Sauria,Chamaeleonidae,1881,180,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Calumma parsonii,Sauria,Chamaeleonidae,1824,300,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Calumma peltierorum,Sauria,Chamaeleonidae,2006,110,,Carnivorous,,Arboreal,0,0,1,0,1,0
Calumma peyrierasi,Sauria,Chamaeleonidae,1974,564,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Calumma tarzan,Sauria,Chamaeleonidae,2010,7.26e+16,,,,Arboreal,0,0,1,1,1,0
Calumma tsaratananense,Sauria,Chamaeleonidae,1967,64,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Calumma tsycorne,Sauria,Chamaeleonidae,2006,124,,Carnivorous,,,1,0,1,0,1,1
Calumma vatosoa,Sauria,Chamaeleonidae,2001,60,,Carnivorous,,Arboreal,1,0,1,0,1,0
Calumma vencesi,Sauria,Chamaeleonidae,2001,73,,Carnivorous,,Arboreal,0,0,1,0,1,0
Calumma vohibola,Sauria,Chamaeleonidae,2011,498,,Carnivorous,,Arboreal,0,0,1,0,1,0
Ceratophora aspera,Sauria,Agamidae,1864,445,2,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,0,0,0,0
Ceratophora erdeleni,Sauria,Agamidae,1998,84,,,Oviparous,Arboreal,0,0,1,1,0,0
Ceratophora karu,Sauria,Agamidae,1998,40,2,,Oviparous,Arboreal&Terrestrial,0,0,0,1,0,0
Ceratophora stoddartii,Sauria,Agamidae,1834,885,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Ceratophora tennentii,Sauria,Agamidae,1861,90,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Chamaeleo africanus,Sauria,Chamaeleonidae,1768,200,,Omnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Chamaeleo anchietae,Sauria,Chamaeleonidae,1872,105,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Chamaeleo arabicus,Sauria,Chamaeleonidae,1893,230,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Chamaeleo calcaricarens,Sauria,Chamaeleonidae,1985,150,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Chamaeleo calyptratus,Sauria,Chamaeleonidae,1851,248,35,Omnivorous,Oviparous,Arboreal,0,0,0,0,0,0
Chamaeleo chamaeleon,Sauria,Chamaeleonidae,1758,170,30,Omnivorous,Oviparous,Arboreal,0,0,0,0,0,0
Chamaeleo dilepis,Sauria,Chamaeleonidae,1819,195,44.2,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,0,0,0,0
Chamaeleo gracilis,Sauria,Chamaeleonidae,1844,190,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Chamaeleo laevigatus,Sauria,Chamaeleonidae,1863,150,,Carnivorous,Oviparous,Arboreal,0,0,1,0,0,0
Chamaeleo monachus,Sauria,Chamaeleonidae,1865,174,42,Carnivorous,Oviparous,Arboreal&Saxicolous&Terrestrial,0,0,0,0,0,0
Chamaeleo namaquensis,Sauria,Chamaeleonidae,1831,160,13.2,Omnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Chamaeleo necasi,Sauria,Chamaeleonidae,2007,1205,,Carnivorous,,Arboreal,0,0,1,0,1,0
Chamaeleo senegalensis,Sauria,Chamaeleonidae,1802,152,52.2,Carnivorous,Oviparous,Arboreal,0,0,0,0,0,0
Chamaeleo zeylanicus,Sauria,Chamaeleonidae,1768,235,33,Carnivorous,Oviparous,Arboreal,0,0,0,0,0,0
Chelosania brunnea,Sauria,Agamidae,1845,118,6,Carnivorous,Oviparous,Arboreal,0,0,0,0,0,0
Chlamydosaurus kingii,Sauria,Agamidae,1825,290,15.1,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,0,0,0,0
Complicitus nigrigularis,Sauria,Agamidae,1991,76,,,,Arboreal,1,0,1,1,1,0
Cophotis ceylanica,Sauria,Agamidae,1861,67,,Carnivorous,Viviparous,Arboreal,0,0,1,0,0,0
Cophotis dumbara,Sauria,Agamidae,2006,593,,Carnivorous,,Arboreal,0,0,1,0,1,0
Coryphophylax brevicauda,Sauria,Agamidae,2012,65,,Carnivorous,,Arboreal&Terrestrial,,0,1,0,1,0
Coryphophylax subcristatus,Sauria,Agamidae,1860,1118,,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,1,0,0,0
Cristidorsa otai,Sauria,Agamidae,2009,587,,,Oviparous,Saxicolous,,0,1,1,0,0
Cristidorsa planidorsata,Sauria,Agamidae,1870,53,,Carnivorous,,Arboreal&Saxicolous&Terrestrial,,0,1,0,1,0
Cryptagama aurita,Sauria,Agamidae,1981,46,,Carnivorous,Oviparous,Terrestrial,1,0,1,0,0,0
Ctenophorus adelaidensis,Sauria,Agamidae,1841,53,,Carnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Ctenophorus butlerorum,Sauria,Agamidae,1977,45,,,Oviparous,Terrestrial,0,0,1,1,0,0
Ctenophorus caudicinctus,Sauria,Agamidae,1875,105,5.4,Omnivorous,Oviparous,Saxicolous,0,0,0,0,0,0
Ctenophorus chapmani,Sauria,Agamidae,1977,52,,Carnivorous,,Terrestrial,0,0,1,0,1,0
Ctenophorus clayi,Sauria,Agamidae,1967,58,3,Omnivorous,Oviparous,Arboreal&Terrestrial,0,0,0,0,0,0
Ctenophorus cristatus,Sauria,Agamidae,1841,112,6.1,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Ctenophorus decresii,Sauria,Agamidae,1837,90,4.8,Carnivorous,Oviparous,Saxicolous,0,0,0,0,0,0
Ctenophorus femoralis,Sauria,Agamidae,1965,57,2,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Ctenophorus fionni,Sauria,Agamidae,1923,96,4.15,Carnivorous,Oviparous,Saxicolous,0,0,0,0,0,0
Ctenophorus fordi,Sauria,Agamidae,1965,584,2.4,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Ctenophorus gibba,Sauria,Agamidae,1974,96,,Omnivorous,Oviparous,Terrestrial,0,0,1,0,0,0
Ctenophorus isolepis,Sauria,Agamidae,1881,83,4.63,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Ctenophorus maculatus,Sauria,Agamidae,1831,67,4,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Ctenophorus maculosus,Sauria,Agamidae,1948,70,3.42,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Ctenophorus mckenziei,Sauria,Agamidae,1981,77,,Carnivorous,,Terrestrial,0,0,1,0,1,0
Ctenophorus mirrityana,Sauria,Agamidae,2013,907,,,Oviparous,Saxicolous,1,0,1,1,0,0
Ctenophorus nguyarna,Sauria,Agamidae,2007,7.84e+16,,Carnivorous,Oviparous,Arboreal&Terrestrial,1,0,1,0,0,0
Ctenophorus nuchalis,Sauria,Agamidae,1884,127,4.9,Omnivorous,Oviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Ctenophorus ornatus,Sauria,Agamidae,1845,95,3.75,Carnivorous,Oviparous,Saxicolous&Terrestrial,0,0,0,0,0,0
Ctenophorus parviceps,Sauria,Agamidae,1964,52,2.2,,Oviparous,Terrestrial,0,0,0,1,0,0
Ctenophorus pictus,Sauria,Agamidae,1866,7.49e+16,4,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Ctenophorus reticulatus,Sauria,Agamidae,1845,108,4.6,Omnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Ctenophorus rufescens,Sauria,Agamidae,1893,97,,,,Saxicolous,0,0,1,1,1,0
Ctenophorus salinarum,Sauria,Agamidae,1966,7.79e+16,4,Omnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Ctenophorus scutulatus,Sauria,Agamidae,1893,115,6.8,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Ctenophorus tjantjalka,Sauria,Agamidae,1992,75,,,,Saxicolous,0,0,1,1,1,0
Ctenophorus vadnappa,Sauria,Agamidae,1974,90,,Carnivorous,Oviparous,Saxicolous,0,0,1,0,0,0
Ctenophorus yinnietharra,Sauria,Agamidae,1981,87,,,,Arboreal&Saxicolous&Terrestrial,1,0,1,1,1,0
Dendragama boulengeri,Sauria,Agamidae,1888,8.06e+16,4,Carnivorous,Oviparous,Arboreal&Terrestrial,1,0,0,0,0,0
Diploderma batangense,Sauria,Agamidae,2001,73,,,,Arboreal&Saxicolous&Terrestrial,,0,1,1,1,0
Diploderma brevicauda,Sauria,Agamidae,2012,6.54e+16,,,,Terrestrial,,0,1,1,1,0
Diploderma brevipes,Sauria,Agamidae,1936,78,5.5,,Oviparous,Arboreal&Terrestrial,,0,0,1,0,0
Diploderma chapaense,Sauria,Agamidae,1937,685,4.3,,Oviparous,Arboreal,,0,0,1,0,0
Diploderma dymondi,Sauria,Agamidae,1906,98,8,,Oviparous,Arboreal&Saxicolous&Terrestrial,,0,0,1,0,0
Diploderma fasciatum,Sauria,Agamidae,1926,82,7,Carnivorous,Oviparous,Arboreal,,0,0,0,0,0
Diploderma flaviceps,Sauria,Agamidae,1919,86,6,Carnivorous,Oviparous,Arboreal&Saxicolous&Terrestrial,,0,0,0,0,0
Diploderma grahami,Sauria,Agamidae,1924,51,,,,,,0,1,1,1,1
Diploderma hamptoni,Sauria,Agamidae,1935,78,,Carnivorous,,Terrestrial,,0,1,0,1,0
Diploderma luei,Sauria,Agamidae,1998,745,,Carnivorous,Oviparous,Arboreal&Terrestrial,,0,1,0,0,0
Diploderma makii,Sauria,Agamidae,1989,84,6.3,,Oviparous,Arboreal&Terrestrial,,0,0,1,0,0
Diploderma micangshanense,Sauria,Agamidae,1987,72,6.5,,Oviparous,Arboreal&Saxicolous&Terrestrial,,0,0,1,0,0
Diploderma polygonatum,Sauria,Agamidae,1861,802,3.4,Carnivorous,Oviparous,Arboreal,,0,0,0,0,0
Diploderma splendidum,Sauria,Agamidae,1919,100,7,Carnivorous,Oviparous,Arboreal&Saxicolous,,0,0,0,0,0
Diploderma swinhonis,Sauria,Agamidae,1864,874,4.6,Carnivorous,Oviparous,Arboreal&Saxicolous,,0,0,0,0,0
Diploderma varcoae,Sauria,Agamidae,1918,85,8.9,,Oviparous,Arboreal&Terrestrial,,0,0,1,0,0
Diploderma yulongense,Sauria,Agamidae,2012,707,,Carnivorous,,Arboreal&Saxicolous&Terrestrial,,0,1,0,1,0
Diploderma yunnanense,Sauria,Agamidae,1878,88,8,,Oviparous,Arboreal,,0,0,1,0,0
Diploderma zhaoermii,Sauria,Agamidae,2002,85,,,,Arboreal&Saxicolous&Terrestrial,,0,1,1,1,0
Diporiphora adductus,Sauria,Agamidae,2012,675,,,,Arboreal&Saxicolous&Terrestrial,1,0,1,1,1,0
Diporiphora albilabris,Sauria,Agamidae,1974,61,3.7,Carnivorous,Oviparous,Terrestrial,0,0,0,0,0,0
Diporiphora ameliae,Sauria,Agamidae,2012,6.69e+16,,,,Arboreal&Terrestrial,1,0,1,1,1,0
Diporiphora amphiboluroides,Sauria,Agamidae,1902,99,12,Carnivorous,Oviparous,Arboreal&Terrestrial,0,0,0,0,0,0
Diporiphora australis,Sauria,Agamidae,1867,77,,Carnivorous,Oviparous,Arboreal&Saxicolous&Terrestrial,0,0,1,0,0,0
